ああ	嗚呼
さくしんだんとうしゃく	削身断頭芴
さくしーど	継承者
さくたのうなで	裂田の溝
さくら	佐倉
さくら	桜
さくらいのつ	桜井津
さくらがおか	桜が丘
さくらぎ	桜木
さくらざか	桜坂
さくらたちのあしあと	櫻達の足跡
さくらななそうず	櫻七相図
さくらばさま	桜生
さくらびきょうそう	櫻日狂想
さくらみ	桜実
さくらもち	桜餅
さくらわ	桜和
さくらんぼう	錯乱坊
さくれつてんしょう	炸裂天昇
さけ	叫呼
さけくら	酒楽
さけるい	酒類
さげす	蔑
さこうどぐち	酒人口
さこた	佐古田
さこんのうまのじょう	左近ノ右馬允
さごじがわ	三孤子川
さごじょう	沙悟浄
ささ	淤
ささい	些細
ささい	笹井
ささお	笹尾
ささおか	笹丘
ささぎ	大角豆
ささぎばし	大角豆橋
ささや	囁
さしき	佐敷
さしだる	指樽
さしつか	指支
さしむ	差向
さしゅうごう	差集合
さじたりあす	天魔穹
さすかわはし	指川橋
さすけ	佐助
さすら	流離
さすらい	漂泊
さたけ	佐竹
さたん	魔人
さだ	定
さだあきら	貞明
さだしま	佐田島
さだそうぞく	サダソウ属
さだめ	運命
さだめや	運命屋
さちこ	サチ子
さちゅうじ	左黜児
さっ	察
さっかーだいかんみんこくだいひょう	サッカー大韓民国代表
さっきょう	札響
さったとうげ	薩埵峠
さっぽろ	札幌
さつき	皐月
さつきかい	皐月会
さつきさい	皐槻祭
さつきしょう	皐月賞
さつしん	殺身
さつじんじっけん	殺人実験
さつりく	殺戮
さて	扨
さていしたちょうせんごひょうじゅんごしゅう	査定した朝鮮語標準語集
さてむご	サテム語
さと	悟
さとう	佐藤
さとうすい	砂糖水
さとうひでのぶ	佐藤英信
さとこ	里子
さとだいり	里内裏
さとのね	郷の音
さとびことば	俚び言葉
さとみ	沙都美
さとむら	里村
さとり	覚
さどう	茶頭
さなえ	早苗
さなぎ	佐奈伎
さなご	さな粉
さにわ	審神者
さののおとがみのおとめ	狭野弟上娘子
さはら	佐原
さはり	砂張
さばいばー	生存者
さばか	然許
さひょうえのかみ	左兵衛督
さびがわ	蛇尾川
さぶじゃやま	三方沢山
さぶましんわん	サブマシン腕
さぶろう	三郎
さべつようご	差別用語
さほがわ	佐保川
さほびこ	沙本毘古
さほびめ	沙本毘売
さぼう	謀詐
さぼてん	覇王樹
さま	状
さまた	妨
さまたぐ	妨
さまたげ	妨
さまよい	彷徨い
さむ	作務
さむ	寒
さむがりや	寒がりや
さむらい	武士
さむらいえんじんすーぱーだいかいほう	サムライ炎神スーパー大開砲
さむらいがったいでぃすく	侍合体ディスク
さむらいせんこうは	侍閃光波
さめ	沙魚
さもなー	召喚術師
さもわる	湯沸
さや	清
さや	紗夜
さやうしからば	左様然者
さゆる	冴
さよ	佐用
さよきょく	小夜曲
さよこ	小夜子
さよちょう	佐用町
さらし	晒
さらしめん	晒綿
さらすのほうほう	サラスの方法
さらまんだー	火竜
さらまんだーきみたけ	サラマンダー公威
さりちるさんめちる	サリチル酸メチル
さる	沙流
さる	猴
さるおりがみ	猿折神
さるがわ	沙流川
さるしゅりけん	猿手裏剣
さるたびこのかみ	猿田毘古神
さるでぃすく	猿ディスク
さるとびさすけ	猿飛佐助
さるべーじ	水難救済会
さるまわし	猿回し
さろう	砂朧
さろうかく	砂楼閣
さわいり	沢入
さわき	沢木
さわぐち	沢口
さわべ	澤部
さわむら	沢村
さわらじま	椹島
さわらび	早蕨
さわらびてんじ	早蕨典侍
さわらびのつぼね	早蕨局
さん	三
さん	山
さん	散
さん	繖
さんえん	三厭
さんか	惨禍
さんかがく	産科学
さんかくがさ	三角笠
さんかくざ	さんかく座
さんかちょう	三ヶ町
さんがつどう	三月堂
さんきがっそうおんげき	三鬼合奏音撃
さんぎょうい	産業医
さんぎょうかくめい	産業革命
さんぎょうどうぶつ	産業動物
さんぐうてつどう	参宮鉄道
さんぐおびん	三果氷
さんけんじゃ	三賢者
さんけんぶんりつ	三権分立
さんげ	散華
さんげはんこんとう	散華斑痕刀
さんげん	三弦
さんこうばし	三光橋
さんご	珊瑚
さんごびんぐぁ	三合瓶小
さんごん	三献
さんさげき	三叉戟
さんさんざん	三算参
さんしょう	三性
さんしょううお	鯢
さんしょううお	鯢魚
さんしん	三線
さんじっしんほう	三十進法
さんじゅ	傘寿
さんじゅうかげきほう	三重渦撃砲
さんじゅうさんが	三十三荷
さんじゅうふりそで	三十振袖
さんじゅつすうれつ	算術数列
さんじん	三心
さんじん	三身
さんじん	山神
さんじんそう	三刃槍
さんすあびん	三色氷
さんずん	三寸
さんせい	賛成
さんぜん	燦然
さんぜんだいせんせかい	三千大千世界
さんそ	山鼠
さんそう	散相
さんそうどおり	山荘通
さんぞうほうし	三蔵法師
さんた	三太
さんだいあそうぎこう	三大阿僧祇劫
さんだいにんれつざん	三代忍烈斬
さんだつ	簒奪
さんちゃお	三貂角
さんどがさ	三度笠
さんのう	山王
さんのういっちょうめ	山王一丁目
さんのうこうえんまえ	山王公園前
さんのうこうがわとがさわらげんしりん	三ノ公川トガサワラ原始林
さんのかや	三ノ萱
さんのむら	三ノ村
さんばし	桟橋
さんばっしゅまじんだん	サンバッシュ魔人団
さんばら	三荊
さんへいほうのていり	三平方の定理
さんぽうこうじん	三宝荒神
さんぽうだいしゅりけん	三方大手裏剣
さんまい	三昧
さんまいかん	三枚冠
さんやそう	山野草
さんゆこく	産油国
さんようてつどう	山陽鉄道
さんらんしょう	産卵床
さんりづかとうそう	三里塚闘争
さんりゅうせい	三龍星
さゔぁいゔぁー	生存者
さゔぁんしょうこうぐん	サヴァン症候群
さー	卿
さーかす	曲馬団
さーが	茶川
さーばんと	召使い
さーびすざんぎょう	サービス残業
さーんうー	珊瑚
ざいけいほうていしゅぎ	罪刑法定主義
ざいたくしけんかんさつ	在宅試験観察
ざいとくかい	在特会
ざいまじょう	在間城
ざくろ	石榴
ざそなえず	座備図
ざっし	雑誌
ざつぱく	雑駁
ざつわ	雜話
ざとう	座頭
ざとうのらい	座頭の來
ざわめし	沢芽市
ざんぎりあたま	散切頭
ざんげきけん	斬撃剣
ざんげきむそうけん	斬撃無双剣
ざんげつ	斬月
ざんげん	讒言
ざんさ	斬砂
ざんざらがさ	ざんざら笠
ざんざんせいばーぎり	斬斬セイバー斬り
ざんし	残滓
ざんしょ	残暑
ざんじゃ	讒邪
ざんそ	讒訴
ざんぞうこうか	残像効果
ざんだーばーとう	ザンダーバー刀
ざんねん	殘念
ざんまだん	斬魔弾
ざんようけん	斬妖剣
ざんりゅうじん	斬龍刃
しあわせ	幸福
しあん	思案
しあん	紫杏
しい	虐
しいな	椎名
しいれたな	仕入店
しうかん	週間
しぇふぁびん	雪花氷
しぇめんぴん	雪綿氷
しぇんしぇい	先生
しえ	紫衣
しえいじべん	伺嬰児便
しえきけん	使役犬
しえん	紫艶
しおたれ	塩垂
しおてんしりえる	塩天使リエル
しおどめ	汐留
しおのえちょうやすはらかみひがし	塩江町安原上東
しおのちょうじ	塩の長司
しおのちょうじろう	塩の長次郎
しおのは	入之波
しおばる	塩原
しおひ	潮干
しおふき	塩吹
しおり	栞
しおん	紫苑
しか	併
しか	否
しか	然
しか	翅果
しか	而
しか	近
しかえいせいし	歯科衛生士
しかく	資格
しかくすう	四角数
しかけ	仕掛
しかのしまししょ	志賀島支所漢字
しかのみならず	加之
しかばね	屍
しかりべつがわ	然別川
しがちょふじけん	シガチョフ事件
しき	四季
しき	師木
しき	志幾
しき	敷
しき	頻
しきいんりょう	職員令
しきか	敷処
しきがみ	式神
しきけん	識見
しきさい	色彩
しきしま	師木島
しきしまろう	敷島樓
しきじょう	式正
しきつひこたまてみのみこと	師木津日子玉手見命
しきつひこたまでみのみこと	師木津日子玉手見命
しきみがはら	樒原
しきみやま	樒山
しきょうどう	四交道
しきりばな	仕切花
しきん	子勤
しきんこうころ	紫金紅葫蘆
しぎ	思議
しぎゃく	弑逆
しぎるむす	封緘師
しくんし	四君子
しけいかい	紫蛍会
しけむ	壽限無
しけんぶんりつ	四権分立
しげ	重
しげき	紫激気
しげぞう	茂造
しげとみいちがんぼう	重富一眼坊
しげん	士元
しげん	資源
しげんきん	始原菌
しこ	醜
しこう	思考
しこう	而
しこうてい	始皇帝
しころ	錣
しごう	諡号
しごき	縧子
しごく	至極
しさい	仔細
しし	士師
しし	孜々
しし	猪鹿
ししおう	獅子王
ししおりがみ	獅子折神
ししかえんこう	獅子火炎吼
ししかえんこう	獅子火炎哮
ししく	獅子吼
ししくら	宍倉
ししこう	獅子吼
ししこんぼう	獅子棍棒
ししすべり	獅子滑り
ししつ	脂質
ししでぃすく	獅子ディスク
ししにく	宍肉
ししのしん	獅子之進
ししのそうこう	獅子の装光
ししほうこうは	獅子咆哮波
ししもとはちろう	四至本八郎
ししゅ	四修
ししゅう	刺繡
ししゅんきしょうこうぐん	思春期症候群
ししょう	詞章
ししよう	駟子陽
ししん	私心
しじ	榻
しじま	静寂
しじむ	志自牟
しじゅんたいさい	四旬大斎
しじょう	紫仗
しじょうげんりしゅぎ	市場原理主義
しじん	詩人
しじんそうおう	四神相応
しすいかん	汜水関
しすうかんすうてきせいちょう	指数関数的成長
しず	徐
しず	静
しずおかけんりつちゅうおうとしょかん	静岡県立中央図書館
しずか	静
しずか	静香
しずくがおか	雫が丘
しずこ	静子
しずのうら	静之浦
しずのおだまき	三五郎物語
しずのおだまき	倭文麻環
しずみぐさ	沈み草
しせい	至誠
しせいがったい	四星合体
しせいじゅう	四聖獣
しせいそくだつ	至誠惻怛
しせいほるもん	雌性ホルモン
しせん	子瞻
しせんきゅうり	四川胡瓜
しぜん	自然
しぜんしゃ	至善者
しぜんじん	自然人
しそう	志操
しそちょう	紫蘇町
しそん	子孫
しそん	至尊
した	下
した	親
したが	循
したがさね	下襲
したがつ	従
したがつ	随
したがわ	服従
したすだれ	下簾
したやく	属吏
したる	志多留
したんこく	泗潭国
しだ	枝垂
しだい	次第
しだい	私大
しだおう	獅駝王
しだこく	獅駝国
しちぐてん	七紅天
しちせいがったい	七星合体
しちせいけん	七星剣
しちせいこうはしゅりけん	七星光波手裏剣
しちそうおう	四地相応
しちてんばっとう	七転八刀
しちゅう	至忠
しちよう	紙帳
しちろう	七郎
しっきゃく	疾脚
しっくない	四苦無
しっこう	疾行
しっこく	桎梏
しっこくほう	漆黒咆
しっそうせん	疾走線
しった	叱咤
しったげきれい	叱咤激励
しっと	嫉妬
しっぷう	疾風
しっぷういちじん	疾風一陣
しっぷうけんぶ	疾風剣舞
しっぷうこうはきゃく	疾風光波脚
しっぷうごうかいおとし	疾風豪快落とし
しっぷうざん	疾風斬
しっぷうざんき	疾風斬鬼
しっぷうしゅうげき	疾風蹴撃
しっぷうだん	疾風断
しっぽう	七宝
しつじょう	執杖
しつぴつ	執筆
しつよう	執拗
しづ	鎭
してい	姉弟
してい	子弟
しでん	紫電
しとうず	襪
しとく	至徳
しとり	倭文
しどう	四道
しどう	椎堂
しどう	紫藤
しどういん	士導院
しな	支那
しな	科
しなが	科長
しながら	品柄
しながわかちしんしゅくかしゅくさいきょじょう	品川歩行新宿加宿裁許状
しながわく	品川区
しなじん	支那人
しなていこく	支那帝国
しにがみあるいはしちにんみさき	死神或いは七人みさき
しにょう	屎尿
しねん	熾燃
しねんじゅう	四念住
しの	偲
しののめ	東雲
しののめゆ	東雲湯
しのはら	篠原
しのび	志能便
しのびうま	忍馬
しのびしょうへい	忍び招聘
しのびのまき	忍之巻
しのびろーぷ	忍ロープ
しのやがわ	篠谷川
しのやま	篠山
しはくし	淄博市
しばえもんだぬき	芝右衛門狸
しばかきのみや	柴垣宮
しばざかな	芝肴
しばしば	屢屢
しばしば	數々
しばぜんこう	芝全交
しばたはかせ	柴田博士
しばらくのあいだ	頃之
しびあ	希薇婭
しびとはかせ	死人博士
しびゅら	巫女
しぶ	歯部
しぶ	矢部
しぶ	示部
しぶ	至部
しぶ	豕部
しぶやべん	渋谷弁
しべん	伺便
しほう	仕法
しほう	子方
しほうしょうしょ	祠部尚書
しほうよくせい	司法抑制
しぼお	柴尾
しぼかわ	子母河
しま	仕舞
しま	州
しま	礼文
しま	縞
しまい	姉妹
しまいとし	姉妹都市
しまき	島木
しまこ	志麻子
しまだい	嶋台
しまづじっしんこう	島津日新公
しまふるく	島古来
しまりかた	締方
しまんちゅ	島人
しみず	泉
しみず	清水
しみずがおか	清水丘
しみずがわ	清水川
しみづ	清水
しみん	市民
